:ID(MaintenanceEvent),component_id,system_id,aircraft_id,fault,severity,reported_at,corrective_action
ME0516,AC1068-S01-C03,AC1068-S01,AC1068,Bearing wear,MINOR,2024-09-19T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0517,AC1068-S01-C02,AC1068-S01,AC1068,Vibration exceedance,CRITICAL,2024-09-23T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0518,AC1068-S01-C04,AC1068-S01,AC1068,Vibration exceedance,CRITICAL,2024-09-27T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0519,AC1068-S02-C03,AC1068-S02,AC1068,Bearing wear,MAJOR,2024-08-23T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0520,AC1068-S02-C03,AC1068-S02,AC1068,Bearing wear,MAJOR,2024-08-30T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0521,AC1068-S02-C04,AC1068-S02,AC1068,Bearing wear,MAJOR,2024-09-02T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0522,AC1068-S02-C04,AC1068-S02,AC1068,Bearing wear,MINOR,2024-09-07T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0523,AC1068-S02-C03,AC1068-S02,AC1068,Vibration exceedance,CRITICAL,2024-09-11T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0524,AC1068-S02-C03,AC1068-S02,AC1068,Vibration exceedance,CRITICAL,2024-09-14T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0525,AC1068-S02-C02,AC1068-S02,AC1068,Vibration exceedance,CRITICAL,2024-09-17T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0526,AC1068-S02-C04,AC1068-S02,AC1068,Vibration exceedance,CRITICAL,2024-09-22T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0527,AC1068-S02-C02,AC1068-S02,AC1068,Vibration exceedance,CRITICAL,2024-09-25T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0528,AC1068-S02-C05,AC1068-S02,AC1068,Vibration exceedance,CRITICAL,2024-09-28T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0529,AC1071-S02-C01,AC1071-S02,AC1071,Bearing wear,MAJOR,2024-09-01T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0530,AC1071-S02-C05,AC1071-S02,AC1071,Bearing wear,MAJOR,2024-09-05T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0531,AC1071-S02-C01,AC1071-S02,AC1071,Bearing wear,MAJOR,2024-09-08T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0532,AC1071-S02-C01,AC1071-S02,AC1071,Bearing wear,MAJOR,2024-09-11T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0533,AC1071-S02-C04,AC1071-S02,AC1071,Bearing wear,MINOR,2024-09-17T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0534,AC1071-S02-C02,AC1071-S02,AC1071,Bearing wear,MAJOR,2024-09-20T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0535,AC1071-S02-C04,AC1071-S02,AC1071,Vibration exceedance,CRITICAL,2024-09-28T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0536,AC1072-S01-C03,AC1072-S01,AC1072,Bearing wear,MINOR,2024-08-09T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0537,AC1072-S01-C02,AC1072-S01,AC1072,Bearing wear,MINOR,2024-08-15T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0538,AC1072-S01-C04,AC1072-S01,AC1072,Bearing wear,MAJOR,2024-08-18T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0539,AC1072-S01-C02,AC1072-S01,AC1072,Bearing wear,MAJOR,2024-08-22T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0540,AC1072-S01-C01,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-08-26T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0541,AC1072-S01-C05,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-08-30T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0542,AC1072-S01-C01,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-09-02T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0543,AC1072-S01-C03,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-09-06T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0544,AC1072-S01-C05,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-09-09T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0545,AC1072-S01-C05,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-09-12T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0546,AC1072-S01-C02,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-09-15T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0547,AC1072-S01-C01,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-09-19T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0548,AC1072-S01-C01,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-09-23T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0549,AC1072-S01-C02,AC1072-S01,AC1072,Vibration exceedance,CRITICAL,2024-09-26T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0550,AC1072-S02-C01,AC1072-S02,AC1072,Bearing wear,MINOR,2024-08-22T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0551,AC1072-S02-C01,AC1072-S02,AC1072,Bearing wear,MAJOR,2024-08-25T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0552,AC1072-S02-C02,AC1072-S02,AC1072,Bearing wear,MAJOR,2024-08-29T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0553,AC1072-S02-C03,AC1072-S02,AC1072,Bearing wear,MINOR,2024-09-01T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0554,AC1072-S02-C02,AC1072-S02,AC1072,Bearing wear,MAJOR,2024-09-05T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0555,AC1072-S02-C04,AC1072-S02,AC1072,Vibration exceedance,CRITICAL,2024-09-10T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0556,AC1072-S02-C02,AC1072-S02,AC1072,Vibration exceedance,CRITICAL,2024-09-14T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0557,AC1072-S02-C04,AC1072-S02,AC1072,Vibration exceedance,CRITICAL,2024-09-17T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0558,AC1072-S02-C05,AC1072-S02,AC1072,Vibration exceedance,CRITICAL,2024-09-20T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0559,AC1072-S02-C02,AC1072-S02,AC1072,Vibration exceedance,CRITICAL,2024-09-24T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0560,AC1073-S01-C04,AC1073-S01,AC1073,Bearing wear,MINOR,2024-08-17T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0561,AC1073-S01-C02,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-08-22T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0562,AC1073-S01-C02,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-08-25T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0563,AC1073-S01-C04,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-08-29T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0564,AC1073-S01-C05,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-09-02T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0565,AC1073-S01-C05,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-09-05T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0566,AC1073-S01-C02,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-09-10T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0567,AC1073-S01-C05,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-09-13T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0568,AC1073-S01-C03,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-09-16T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0569,AC1073-S01-C03,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-09-20T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0570,AC1073-S01-C04,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-09-23T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0571,AC1073-S01-C05,AC1073-S01,AC1073,Vibration exceedance,CRITICAL,2024-09-26T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0572,AC1073-S02-C02,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-08-21T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0573,AC1073-S02-C03,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-08-25T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0574,AC1073-S02-C03,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-08-29T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0575,AC1073-S02-C04,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-09-02T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0576,AC1073-S02-C05,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-09-05T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0577,AC1073-S02-C04,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-09-08T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0578,AC1073-S02-C03,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-09-12T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0579,AC1073-S02-C04,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-09-17T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0580,AC1073-S02-C05,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-09-20T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0581,AC1073-S02-C01,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-09-23T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0582,AC1073-S02-C03,AC1073-S02,AC1073,Vibration exceedance,CRITICAL,2024-09-26T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0583,AC1074-S01-C04,AC1074-S01,AC1074,Bearing wear,MAJOR,2024-08-22T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0584,AC1074-S01-C03,AC1074-S01,AC1074,Bearing wear,MAJOR,2024-08-28T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0585,AC1074-S01-C02,AC1074-S01,AC1074,Bearing wear,MAJOR,2024-09-02T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0586,AC1074-S01-C05,AC1074-S01,AC1074,Vibration exceedance,CRITICAL,2024-09-06T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0587,AC1074-S01-C04,AC1074-S01,AC1074,Vibration exceedance,CRITICAL,2024-09-09T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0588,AC1074-S01-C02,AC1074-S01,AC1074,Vibration exceedance,CRITICAL,2024-09-14T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0589,AC1074-S01-C05,AC1074-S01,AC1074,Vibration exceedance,CRITICAL,2024-09-17T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0590,AC1074-S01-C02,AC1074-S01,AC1074,Vibration exceedance,CRITICAL,2024-09-20T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0591,AC1074-S01-C02,AC1074-S01,AC1074,Vibration exceedance,CRITICAL,2024-09-24T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0592,AC1074-S01-C01,AC1074-S01,AC1074,Vibration exceedance,CRITICAL,2024-09-28T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0593,AC1074-S02-C02,AC1074-S02,AC1074,Bearing wear,MAJOR,2024-08-24T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0594,AC1074-S02-C04,AC1074-S02,AC1074,Bearing wear,MINOR,2024-08-27T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0595,AC1074-S02-C02,AC1074-S02,AC1074,Bearing wear,MAJOR,2024-09-01T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0596,AC1074-S02-C02,AC1074-S02,AC1074,Bearing wear,MAJOR,2024-09-04T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0597,AC1074-S02-C01,AC1074-S02,AC1074,Vibration exceedance,CRITICAL,2024-09-07T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0598,AC1074-S02-C05,AC1074-S02,AC1074,Vibration exceedance,CRITICAL,2024-09-10T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0599,AC1074-S02-C03,AC1074-S02,AC1074,Vibration exceedance,CRITICAL,2024-09-14T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0600,AC1074-S02-C02,AC1074-S02,AC1074,Vibration exceedance,CRITICAL,2024-09-17T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0601,AC1074-S02-C01,AC1074-S02,AC1074,Vibration exceedance,CRITICAL,2024-09-20T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0602,AC1074-S02-C05,AC1074-S02,AC1074,Vibration exceedance,CRITICAL,2024-09-24T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0603,AC1074-S02-C01,AC1074-S02,AC1074,Vibration exceedance,CRITICAL,2024-09-28T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0604,AC1075-S02-C05,AC1075-S02,AC1075,Bearing wear,MINOR,2024-09-15T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0605,AC1075-S02-C02,AC1075-S02,AC1075,Bearing wear,MINOR,2024-09-23T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0606,AC1075-S02-C03,AC1075-S02,AC1075,Bearing wear,MINOR,2024-09-26T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0607,AC1076-S01-C02,AC1076-S01,AC1076,Bearing wear,MAJOR,2024-09-12T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0608,AC1076-S01-C04,AC1076-S01,AC1076,Bearing wear,MINOR,2024-09-15T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0609,AC1076-S01-C02,AC1076-S01,AC1076,Bearing wear,MAJOR,2024-09-19T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0610,AC1076-S01-C01,AC1076-S01,AC1076,Bearing wear,MAJOR,2024-09-22T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0611,AC1076-S01-C03,AC1076-S01,AC1076,Bearing wear,MAJOR,2024-09-28T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0612,AC1076-S02-C02,AC1076-S02,AC1076,Bearing wear,MINOR,2024-09-22T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0613,AC1076-S02-C01,AC1076-S02,AC1076,Bearing wear,MINOR,2024-09-26T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0614,AC1077-S01-C04,AC1077-S01,AC1077,Bearing wear,MAJOR,2024-08-31T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0615,AC1077-S01-C02,AC1077-S01,AC1077,Bearing wear,MINOR,2024-09-05T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0616,AC1077-S01-C03,AC1077-S01,AC1077,Bearing wear,MAJOR,2024-09-10T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0617,AC1077-S01-C02,AC1077-S01,AC1077,Bearing wear,MINOR,2024-09-14T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0618,AC1077-S01-C04,AC1077-S01,AC1077,Vibration exceedance,CRITICAL,2024-09-19T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0619,AC1077-S01-C04,AC1077-S01,AC1077,Vibration exceedance,CRITICAL,2024-09-23T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0620,AC1077-S01-C05,AC1077-S01,AC1077,Vibration exceedance,CRITICAL,2024-09-26T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0621,AC1077-S02-C02,AC1077-S02,AC1077,Bearing wear,MINOR,2024-09-05T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0622,AC1077-S02-C05,AC1077-S02,AC1077,Bearing wear,MAJOR,2024-09-08T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0623,AC1077-S02-C01,AC1077-S02,AC1077,Overheat,MAJOR,2024-09-12T03:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0624,AC1077-S02-C03,AC1077-S02,AC1077,Vibration exceedance,CRITICAL,2024-09-12T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0625,AC1077-S02-C03,AC1077-S02,AC1077,Vibration exceedance,CRITICAL,2024-09-18T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0626,AC1077-S02-C02,AC1077-S02,AC1077,Overheat,MAJOR,2024-09-19T17:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0627,AC1077-S02-C03,AC1077-S02,AC1077,Vibration exceedance,CRITICAL,2024-09-22T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0628,AC1077-S02-C01,AC1077-S02,AC1077,Vibration exceedance,CRITICAL,2024-09-25T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0629,AC1077-S02-C01,AC1077-S02,AC1077,Vibration exceedance,CRITICAL,2024-09-28T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0630,AC1078-S02-C04,AC1078-S02,AC1078,Bearing wear,MINOR,2024-09-04T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0631,AC1078-S02-C01,AC1078-S02,AC1078,Bearing wear,MINOR,2024-09-09T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0632,AC1078-S02-C04,AC1078-S02,AC1078,Bearing wear,MAJOR,2024-09-13T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0633,AC1078-S02-C03,AC1078-S02,AC1078,Bearing wear,MINOR,2024-09-16T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0634,AC1078-S02-C02,AC1078-S02,AC1078,Bearing wear,MAJOR,2024-09-21T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0635,AC1078-S02-C05,AC1078-S02,AC1078,Bearing wear,MAJOR,2024-09-26T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0636,AC1079-S01-C05,AC1079-S01,AC1079,Bearing wear,MINOR,2024-09-12T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0637,AC1079-S01-C05,AC1079-S01,AC1079,Bearing wear,MAJOR,2024-09-21T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0638,AC1079-S01-C03,AC1079-S01,AC1079,Bearing wear,MINOR,2024-09-27T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0639,AC1079-S02-C05,AC1079-S02,AC1079,Bearing wear,MINOR,2024-09-10T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0640,AC1079-S02-C03,AC1079-S02,AC1079,Bearing wear,MAJOR,2024-09-17T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0641,AC1079-S02-C03,AC1079-S02,AC1079,Bearing wear,MAJOR,2024-09-21T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0642,AC1080-S01-C02,AC1080-S01,AC1080,Bearing wear,MAJOR,2024-09-20T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0643,AC1082-S01-C03,AC1082-S01,AC1082,Overheat,MAJOR,2024-09-03T23:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0644,AC1082-S01-C05,AC1082-S01,AC1082,Overheat,CRITICAL,2024-09-14T23:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0645,AC1082-S01-C01,AC1082-S01,AC1082,Bearing wear,MAJOR,2024-09-16T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0646,AC1082-S01-C05,AC1082-S01,AC1082,Overheat,CRITICAL,2024-09-21T23:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0647,AC1082-S01-C02,AC1082-S01,AC1082,Overheat,MAJOR,2024-09-25T03:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0648,AC1082-S01-C05,AC1082-S01,AC1082,Bearing wear,MAJOR,2024-09-26T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0649,AC1082-S01-C01,AC1082-S01,AC1082,Overheat,CRITICAL,2024-09-28T17:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0650,AC1082-S02-C03,AC1082-S02,AC1082,Bearing wear,MAJOR,2024-08-09T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0651,AC1082-S02-C03,AC1082-S02,AC1082,Bearing wear,MAJOR,2024-08-20T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0652,AC1082-S02-C04,AC1082-S02,AC1082,Bearing wear,MAJOR,2024-08-23T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0653,AC1082-S02-C05,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-08-26T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0654,AC1082-S02-C01,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-08-31T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0655,AC1082-S02-C03,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-09-04T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0656,AC1082-S02-C01,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-09-07T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0657,AC1082-S02-C05,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-09-10T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0658,AC1082-S02-C01,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-09-14T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0659,AC1082-S02-C01,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-09-17T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0660,AC1082-S02-C02,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-09-21T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0661,AC1082-S02-C05,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-09-24T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0662,AC1082-S02-C03,AC1082-S02,AC1082,Vibration exceedance,CRITICAL,2024-09-27T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0663,AC1083-S01-C01,AC1083-S01,AC1083,Bearing wear,MAJOR,2024-08-09T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0664,AC1083-S01-C02,AC1083-S01,AC1083,Bearing wear,MINOR,2024-08-14T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0665,AC1083-S01-C01,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-08-17T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0666,AC1083-S01-C03,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-08-20T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0667,AC1083-S01-C04,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-08-24T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0668,AC1083-S01-C05,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-08-27T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0669,AC1083-S01-C02,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-08-30T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0670,AC1083-S01-C05,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-09-02T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0671,AC1083-S01-C04,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-09-07T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0672,AC1083-S01-C03,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-09-10T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0673,AC1083-S01-C04,AC1083-S01,AC1083,Sensor drift,MINOR,2024-09-11T14:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0674,AC1083-S01-C05,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-09-13T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0675,AC1083-S01-C04,AC1083-S01,AC1083,Overheat,CRITICAL,2024-09-16T02:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0676,AC1083-S01-C05,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-09-17T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0677,AC1083-S01-C03,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-09-20T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0678,AC1083-S01-C03,AC1083-S01,AC1083,Sensor drift,MINOR,2024-09-21T05:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0679,AC1083-S01-C05,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-09-23T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0680,AC1083-S01-C04,AC1083-S01,AC1083,Overheat,MAJOR,2024-09-26T05:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0681,AC1083-S01-C05,AC1083-S01,AC1083,Vibration exceedance,CRITICAL,2024-09-27T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0682,AC1083-S02-C03,AC1083-S02,AC1083,Bearing wear,MAJOR,2024-08-02T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0683,AC1083-S02-C01,AC1083-S02,AC1083,Bearing wear,MINOR,2024-08-06T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0684,AC1083-S02-C04,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-08-10T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0685,AC1083-S02-C01,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-08-13T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0686,AC1083-S02-C03,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-08-17T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
